title,runtime,imdb_score,imdb_votes,user_review_count,critic_review_count,critic_overall_score,critic_positive_score,critic_mixed_score,critic_negative_score,user_overall_score,user_positive_score,user_mixed_score,user_negative_score
Mandy's Grandmother,30 min,6.6,17,,,,,,,,,,
To Forget Venice,110 min,6.8,335,2,4,,,,,,,,
Manhattan,96 min,7.9,138573,278,123,83,9,1,0,8.3,124,8,5
A Little Romance,110 min,7.4,5812,64,27,52,5,4,1,tbd,0,0,0
The Tin Drum,142 min,7.5,23849,91,93,63,7,4,0,7.4,5,0,0
The Europeans,90 min,6.2,986,8,13,64,3,1,0,tbd,1,0,0
My Brilliant Career,100 min,7.1,4304,53,25,77,9,4,0,tbd,1,0,0
Apocalypse Now,147 min,8.5,648165,1.3K,297,94,14,1,0,8.8,651,35,24
Alien,117 min,8.5,849615,1.6K,319,89,31,1,2,8.9,968,30,16
Going the Distance,90 min,7.4,32,,,,,,,,,,
The Muppet Movie,95 min,7.6,35584,132,77,74,6,1,0,8.3,36,0,1
Butch and Sundance: The Early Days,115 min,5.6,1489,15,19,,,,,,,,
Moonraker,126 min,6.3,98853,392,122,66,9,4,0,5.9,22,27,7
Breaking Away,101 min,7.7,23288,,,,,,,,,,
The Amityville Horror,117 min,6.2,39034,324,130,28,1,3,6,6.8,10,7,1
Best Boy,111 min,7.8,647,6,8,,,,,,,,
And Justice for All,119 min,7.4,33951,160,31,58,3,6,0,8.3,13,0,0
Mama Turns 100,100 min,7.2,1225,4,3,,,,,,,,
10,122 min,6.1,17623,82,51,68,4,1,2,5.8,3,2,1
Starting Over,105 min,6.4,2788,34,16,64,4,2,0,tbd,0,0,1
The War at Home,100 min,7.7,251,8,3,,,,,,,,
The Black Stallion,118 min,7.4,12695,113,42,84,8,1,1,8.4,16,3,0
Meteor,108 min,5.0,7223,110,58,27,0,2,6,tbd,0,0,0
Tess,186 min,7.3,16519,94,68,82,12,3,0,8.5,11,1,0
The Great Santini,115 min,7.2,6277,46,28,64,7,2,1,tbd,0,0,1
Strange Fruit,33 min,5.9,25,,,,,,,,,,
Generation on the Wind,58 min,5.9,25,,,,,,,,,,
"Oh Brother, My Brother",14 min,7.4,19,,,,,,,,,,
Paul Robeson: Tribute to an Artist,30 min,7.4,389,6,2,,,,,,,,
Front Line,56 min,8.6,36,,,,,,,,,,
The Rose,125 min,7.0,8567,64,33,67,7,0,2,tbd,2,0,0
Star Trek: The Motion Picture,132 min,6.4,88313,517,113,48,5,9,2,6.8,66,35,9
Kramer vs. Kramer,105 min,7.8,142769,258,95,77,7,1,1,8.4,84,7,2
1941,118 min,5.8,33318,273,74,34,1,3,3,6.0,8,7,3
Chapter Two,124 min,6.0,1070,16,9,,,,,,,,
All That Jazz,123 min,7.8,31152,181,99,72,8,4,1,7.8,15,4,0
The Electric Horseman,121 min,6.4,9396,45,31,64,5,3,1,tbd,2,1,0
The Black Hole,98 min,5.9,25296,296,114,52,5,5,2,tbd,1,1,1
Being There,130 min,8.0,71445,355,122,83,15,1,0,7.4,13,4,1
Bravery in the Field,29 min,7.3,37,,,,,,,,,,
Dae,16 min,7.1,57,,,,,,,,,,
Dream Doll,12 min,6.3,131,4,,,,,,,,,
Every Child,6 min,6.5,924,6,,,,,,,,,
It's So Nice to Have a Wolf Around the House,12 min,6.2,89,3,,,,,,,,,
The Killing Ground,48 min,5.9,27,,,,,,,,,,
Koryo Celadon,25 min,6.1,20,,,,,,,,,,
Nails,13 min,7.3,92,3,,,,,,,,,
Remember Me,15 min,4.3,13,,,,,,,,,,
From Mao to Mozart: Isaac Stern in China,84 min,7.6,465,2,5,,,,,,,,
Confidence,105 min,7.5,816,8,8,,,,,,,,
Moscow Does Not Believe in Tears,150 min,8.1,12708,48,12,,,,,,,,
Coal Miner's Daughter,124 min,7.5,18342,108,50,87,6,0,0,6.8,6,0,2
The Stunt Man,131 min,7.0,9595,87,79,77,14,2,0,6.8,3,2,0
When Time Ran Out...,121 min,4.5,2779,68,31,,,,,,,,
Kagemusha,162 min,7.9,35172,119,81,84,14,1,0,6.5,9,1,3
Board and Care,27 min,6.8,49,2,,,,,,,,,
The Solar Film,9 min,6.4,187,2,,,,,,,,,
The Fly,3 min,7.5,1814,10,,,,,,,,,
Breaker Morant,107 min,7.8,13356,110,58,72,8,2,0,8.2,5,1,0
Fame,134 min,6.6,22438,121,52,58,6,5,1,tbd,2,1,0
Star Wars: Episode V - The Empire Strikes Back,124 min,8.7,1244278,1.3K,236,82,19,6,0,9.1,"1,897",36,74
My American Uncle,125 min,7.6,5906,30,29,,,,,,,,
The Blue Lagoon,104 min,5.8,68630,194,45,31,1,5,8,6.7,13,9,3
Brubaker,131 min,7.1,17774,62,34,54,4,7,0,7.3,4,2,0
Honeysuckle Rose,119 min,6.3,1582,23,7,,,,,,,,
History of the World in Three Minutes Flat,4 min,5.7,152,2,2,,,,,,,,
Atlantic City,104 min,7.3,16545,79,53,85,15,0,0,7.0,3,2,0
Gloria,123 min,7.1,9873,67,39,68,10,2,0,tbd,1,0,0
Resurrection,103 min,7.2,2967,60,17,,,,,,,,
The Last Metro,131 min,7.4,13975,50,51,,,,,,,,
El nido,97 min,7.1,542,3,2,,,,,,,,
Melvin and Howard,95 min,6.8,4847,41,28,,,,,,,,
Ordinary People,124 min,7.8,51207,,,,,,,,,,
The Elephant Man,124 min,8.2,236118,465,159,78,11,5,0,8.5,58,4,1
Somewhere in Time,103 min,7.2,28897,321,48,29,2,2,3,8.1,29,4,2
Private Benjamin,109 min,6.2,25958,76,35,59,4,5,0,6.6,7,2,1
Solly's Diner,10 min,6.9,81,2,,,,,,,,,
Karl Hess: Toward Liberty,26 min,6.6,62,2,,,,,,,,,
Raging Bull,129 min,8.2,344744,654,151,89,25,1,1,7.1,420,32,116
Agee,98 min,6.0,38,,,,,,,,,,
Heaven's Gate,219 min,6.7,14946,253,139,57,7,3,5,6.1,4,2,2
The Competition,123 min,6.6,2116,40,13,,,,,,,,
Tribute,121 min,6.2,744,11,7,,,,,,,,
9 to 5,109 min,6.9,32358,118,50,58,6,5,1,6.9,12,2,2
The Formula,117 min,5.6,2579,34,17,,,,,,,,
Inside Moves,113 min,7.1,1874,42,20,63,5,3,0,tbd,0,0,0
Altered States,102 min,6.9,34858,162,99,58,5,8,0,7.2,11,2,1
Don't Mess with Bill,11 min,6.6,10,,,,,,,,,,
The Eruption of Mount St. Helens!,25 min,6.9,161,7,,,,,,,,,
A Jury of Her Peers,30 min,7.0,58,4,,,,,,,,,
Luther Metke at 94,27 min,6.8,18,,,,,,,,,,
Crac,15 min,7.4,1559,11,,,,,,,,,
The Boat Is Full,101 min,7.2,609,9,12,,,,,,,,
The Day After Trinity,88 min,7.9,516,12,3,,,,,,,,
Muddy River,105 min,7.9,882,6,11,,,,,,,,
Mephisto,144 min,7.7,10415,26,35,,,,,,,,
The Dollar Bottom,33 min,6.7,44,3,,,,,,,,,
The Yellow Star: The Persecution of the Jews in Europe - 1933-1945,89 min,7.0,86,,,,,,,,,,
One from the Heart,107 min,6.5,6189,90,60,57,2,4,0,5.3,7,2,6
Three Brothers,113 min,7.1,1602,16,19,,,,,,,,
Chariots of Fire,125 min,7.1,59277,259,96,78,13,5,1,7.2,10,5,0
Excalibur,140 min,7.3,61040,,,,,,,,,,
Outland,109 min,6.6,29474,167,95,48,3,6,1,6.8,4,5,0
Man of Iron,156 min,7.4,3392,11,11,,,,,,,,
Tango,8 min,7.7,2751,10,4,,,,,,,,
Indiana Jones and the Raiders of the Lost Ark,115 min,8.4,940164,1K,273,85,14,1,1,8.9,865,36,21
For Your Eyes Only,127 min,6.7,99428,343,99,54,6,6,0,6.4,33,18,7
Dragonslayer,109 min,6.6,17769,134,67,68,9,4,0,6.0,2,4,1
The Great Muppet Caper,97 min,7.1,15266,60,34,70,9,3,0,8.0,8,2,0
The Creation,9 min,6.4,84,2,,,,,,,,,
Arthur,97 min,6.9,28225,142,48,69,7,5,0,7.3,6,3,0
Endless Love,116 min,4.9,8348,77,18,30,0,3,6,tbd,2,1,0
Prince of the City,167 min,7.4,8225,69,44,81,12,3,0,tbd,1,2,0
An American Werewolf in London,97 min,7.5,103508,461,257,55,7,6,2,7.9,81,15,4
Only When I Laugh,120 min,6.4,1450,16,7,,,,,,,,
The Boat,149 min,8.4,246271,554,108,86,12,3,0,7.1,150,9,38
The French Lieutenant's Woman,124 min,6.9,13569,80,42,64,5,5,0,6.4,5,3,0
El Salvador: Another Vietnam,53 min,6.6,36,,2,,,,,,,,
Sredni Vashtar,27 min,7.1,65,,,,,,,,,,
Couples and Robbers,29 min,6.2,38,,,,,,,,,,
Fall Line,12 min,6.4,24,,,,,,,,,,
It's the Same World,20 min,7.0,14,,,,,,,,,,
Against Wind and Tide: A Cuban Odyssey,60 min,6.9,27,,,,,,,,,,
Brooklyn Bridge,58 min,7.5,872,5,2,,,,,,,,
Journey for Survival,15 min,5.9,16,,,,,,,,,,
After the Axe,56 min,6.8,50,,,,,,,,,,
Coup de Torchon,128 min,7.4,5803,38,37,,,,,,,,
Absence of Malice,116 min,6.9,13249,130,28,64,8,4,0,8.0,3,2,0
On Golden Pond,109 min,7.6,30959,143,44,68,9,4,1,7.4,7,1,0
Ragtime,155 min,7.3,9603,65,47,57,4,2,2,5.9,6,2,4
Reds,195 min,7.3,22626,151,59,76,11,4,0,8.3,14,1,1
Pennies from Heaven,108 min,6.5,5629,71,46,64,8,5,0,tbd,1,1,0
Quest for Fire,100 min,7.3,22066,113,67,79,6,5,0,6.0,3,1,1
Heartbeeps,78 min,4.2,1502,35,24,,,,,,,,
Close Harmony,30 min,6.8,36,,,,,,,,,,
Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,60 min,5.4,19,,,,,,,,,,
First Winter,27 min,7.2,105,3,,,,,,,,,
See What I Say,24 min,6.7,16,,,,,,,,,,
The Tender Tale of Cinderella Penguin,10 min,6.2,165,3,,,,,,,,,
Urge to Build,27 min,6.2,165,,,,,,,,,,
Violet,31 min,6.1,123,,,,,,,,,,
The Great Cognito,4 min,6.0,325,4,,,,,,,,,
In Our Water,60 min,7.6,46,,,,,,,,,,
Traveling Hopefully,84 min,6.2,45,,,,,,,,,,
Missing,122 min,7.7,21244,106,69,78,8,2,0,7.6,7,2,0
Genocide,90 min,7.3,567,10,3,,,,,,,,
Diner,110 min,7.1,20873,106,46,82,13,2,0,8.4,32,6,2
Volver a empezar,87 min,7.0,1442,15,5,,,,,,,,
Victor/Victoria,134 min,7.6,21226,133,40,84,10,2,0,7.5,7,3,0
The Return of Martin Guerre,112 min,7.4,4403,35,13,,,,,,,,
Annie,127 min,6.6,44693,163,45,39,2,4,4,6.3,22,11,8
Poltergeist,114 min,7.3,157687,470,257,79,13,3,0,8.3,159,9,6
Rocky III,99 min,6.8,186483,264,84,57,5,4,1,7.1,54,17,7
E.T. the Extra-Terrestrial,115 min,7.9,397263,678,253,91,28,2,0,8.2,463,54,25
Blade Runner,117 min,8.1,745600,1.7K,278,84,13,1,1,8.7,"1,168",81,38
TRON,96 min,6.8,119510,,,,,,,,,,
The World According to Garp,136 min,7.2,26581,99,30,63,7,7,0,6.7,4,3,0
The Best Little Whorehouse in Texas,114 min,6.0,12077,61,18,40,2,4,4,6.8,3,1,0
An Officer and a Gentleman,124 min,7.0,55485,168,52,75,6,2,0,7.6,34,8,1
Private Life,102 min,7.0,220,,,,,,,,,,
The Flight of the Eagle,140 min,7.2,1003,3,4,,,,,,,,
"Yes, Giorgio",110 min,3.8,739,20,6,,,,,,,,
My Favorite Year,92 min,7.3,9599,92,31,62,11,2,1,tbd,0,0,1
Americas in Transition,29 min,7.8,38,,,,,,,,,,
Ballet Robotique,8 min,7.3,54,,,,,,,,,,
If You Love This Planet,26 min,7.4,153,8,2,,,,,,,,
The Klan: A Legacy of Hate in America,30 min,7.2,28,,,,,,,,,,
A Shocking Accident,25 min,7.1,69,,,,,,,,,,
First Contact,58 min,7.7,241,4,2,,,,,,,,
Sewing Woman,14 min,7.0,51,,,,,,,,,,
Gandhi,191 min,8.1,227164,321,110,79,12,4,0,8.7,33,2,0
Tootsie,116 min,7.4,104704,262,98,88,19,2,0,8.0,93,13,3
Frances,140 min,7.3,7828,70,29,48,1,5,2,tbd,3,0,0
The Verdict,129 min,7.7,39586,202,91,77,13,3,1,8.1,13,1,0
Sophie's Choice,150 min,7.5,47317,194,42,68,7,1,1,7.8,40,4,4
La traviata,109 min,7.7,1416,12,4,,,,,,,,
Best Friends,116 min,5.5,2875,26,13,70,8,3,0,tbd,1,0,0
Fanny and Alexander,188 min,8.1,62999,156,103,100,8,0,0,8.5,95,12,5
The Year of Living Dangerously,115 min,7.1,21113,,,,,,,,,,
The Snowman,26 min,8.2,14435,101,22,,,,,,,,
Alsino and the Condor,89 min,6.3,308,6,3,,,,,,,,
Ben's Mill,59 min,8.0,44,2,,,,,,,,,
Gods of Metal,28 min,7.9,23,,,,,,,,,,
A Portrait of Giselle,97 min,7.2,24,,,,,,,,,,
The Silence,30 min,7.4,34,,,,,,,,,,
Split Cherry Tree,26 min,7.3,66,,,,,,,,,,
To Live or Let Die,30 min,7.0,36,,,,,,,,,,
Blue Thunder,109 min,6.4,20783,100,78,66,6,5,0,7.7,8,2,0
The Sting II,101 min,4.9,2244,18,11,,,,,,,,
Betrayal,95 min,6.9,1598,26,9,,,,,,,,
Tender Mercies,92 min,7.4,10502,90,36,76,7,2,0,tbd,2,0,0
Heart Like a Wheel,113 min,6.7,1417,18,6,74,10,1,0,tbd,0,0,0
Entre Nous,110 min,7.0,1896,17,16,,,,,,,,
Flashdance,95 min,6.2,52199,,,,,,,,,,
Carmen,102 min,7.5,3155,24,19,,,,,,,,
Cross Creek,127 min,7.0,1826,29,7,,,,,,,,
WarGames,114 min,7.1,98240,219,92,77,14,1,0,8.0,24,3,0
Star Wars: Episode VI - Return of the Jedi,131 min,8.3,1016764,933,209,58,15,5,4,8.4,"1,586",122,44
Trading Places,116 min,7.5,148852,240,101,69,8,1,1,8.3,93,12,3
Educating Rita,110 min,7.2,13873,97,28,52,5,2,2,6.9,6,5,0
Under Fire,128 min,7.0,7710,44,42,72,12,1,0,tbd,0,0,0
Zelig,79 min,7.7,41760,125,63,,,,,,,,
Never Cry Wolf,105 min,7.5,8132,65,23,,,,,,,,
The Big Chill,105 min,7.2,36747,224,73,61,8,3,1,7.3,24,7,1
Seeing Red,100 min,7.4,152,3,,,,,,,,,
El Norte,141 min,7.7,5089,56,26,75,9,0,1,7.8,10,0,2
Mickey's Christmas Carol,26 min,8.0,12594,54,32,,,,,,,,
The Right Stuff,193 min,7.8,60574,206,71,91,15,1,0,8.1,18,2,1
Boys and Girls,22 min,6.6,75,4,,,,,,,,,
Testament,90 min,7.0,6177,112,31,,,,,,,,
Voenno-polevoy roman,92 min,7.3,556,3,,,,,,,,,
Yentl,133 min,6.6,13946,100,32,68,6,5,0,7.0,2,2,0
Splash,111 min,6.3,75824,130,49,71,12,1,2,7.5,32,8,6
Terms of Endearment,132 min,7.4,59504,,,,,,,,,,
He Makes Me Feel Like Dancin',51 min,6.5,115,,,,,,,,,,
The Revolt of Job,98 min,7.6,610,5,3,,,,,,,,
The Dresser,118 min,7.5,5216,42,25,,,,,,,,
Silkwood,131 min,7.1,19981,98,44,64,8,1,1,8.4,25,2,1
"Reuben, Reuben",101 min,6.8,1225,12,16,,,,,,,,
To Be or Not to Be,107 min,6.8,11067,44,34,61,9,4,2,tbd,2,1,0
Le Bal,109 min,7.7,2759,19,7,,,,,,,,
Children of Darkness,57 min,8.0,390,3,,,,,,,,,
Flamenco at 5:15,29 min,7.0,183,4,,,,,,,,,
Ihr zent frei,20 min,7.4,14,,,,,,,,,,
The Profession of Arms,57 min,7.4,30,,,,,,,,,,
Sound of Sunshine - Sound of Rain,15 min,7.3,46,,,,,,,,,,
Spaces: The Architecture of Paul Rudolph,29 min,7.4,11,,,,,,,,,,
Sundae in New York,4 min,5.0,523,9,,,,,,,,,
High Schools,59 min,5.0,523,,,,,,,,,,
Marlene,94 min,7.6,787,16,14,,,,,,,,
Broadway Danny Rose,84 min,7.4,25239,,,,,,,,,,
Footloose,107 min,6.6,78021,159,61,42,4,2,6,7.5,9,7,0
Against All Odds,128 min,5.9,12186,105,39,42,3,3,4,8.4,20,6,1
Romancing the Stone,106 min,6.9,91662,183,86,63,9,8,0,8.0,30,11,1
"Greystoke: The Legend of Tarzan, Lord of the Apes",143 min,6.4,19914,90,44,62,6,5,0,tbd,0,2,0
Swing Shift,100 min,5.9,4827,38,19,60,6,6,0,tbd,1,0,0
Dangerous Moves,100 min,6.7,1289,10,9,,,,,,,,
Indiana Jones and the Temple of Doom,118 min,7.5,476316,755,168,57,7,6,1,7.7,339,51,17
The Natural,138 min,7.4,48224,234,67,61,10,9,0,7.7,12,3,2
Camila,105 min,6.8,1227,12,5,,,,,,,,
Under the Volcano,112 min,6.9,5492,38,50,70,9,3,2,tbd,0,0,0
The Bostonians,122 min,6.2,2082,14,31,59,6,2,2,tbd,0,2,0
Ghostbusters,105 min,7.8,403004,672,274,71,6,2,0,8.3,412,36,25
Charade,5 min,6.9,744,8,,,,,,,,,
The Karate Kid,126 min,7.3,218573,,,,,,,,,,
The Pope of Greenwich Village,121 min,6.6,8741,,,,,,,,,,
Recollections of Pavlovsk,30 min,6.6,12,,,,,,,,,,
Doctor DeSoto,7 min,6.8,103,6,,,,,,,,,
The Muppets Take Manhattan,94 min,6.8,21054,66,43,64,5,4,0,8.0,10,3,0
Purple Rain,111 min,6.5,21213,135,81,55,7,5,2,7.0,22,7,4
The Woman in Red,87 min,5.9,15403,62,28,55,4,5,1,6.8,2,2,0
Anna & Bella,8 min,6.9,958,7,,,,,,,,,
Amadeus,160 min,8.4,392123,696,126,88,25,3,0,8.3,350,23,29
Double Feature,115 min,6.2,280,,,,,,,,,,
Places in the Heart,111 min,7.4,11915,69,33,70,9,3,0,8.1,6,1,0
The Times of Harvey Milk,90 min,8.2,6134,47,44,,,,,,,,
A Soldier's Story,101 min,7.2,10030,64,35,66,9,1,0,tbd,0,1,0
Beyond the Walls,103 min,6.7,335,,,,,,,,,,
Country,105 min,6.6,2038,16,13,,,,,,,,
Goodie-Two-Shoes,35 min,6.7,19,,,,,,,,,,
Songwriter,94 min,6.2,746,13,11,,,,,,,,
Streetwise,91 min,8.2,2337,41,18,,,,,,,,
In the Nuclear Shadow: What Can the Children Tell Us?,25 min,6.4,19,,,,,,,,,,
Overnight Sensation,28 min,7.2,43,,,,,,,,,,
The Painted Door,24 min,6.1,70,2,,,,,,,,,
The Killing Fields,141 min,7.8,54936,225,73,76,15,2,1,7.3,5,0,1
Beverly Hills Cop,105 min,7.4,179308,256,134,66,9,1,1,8.4,135,15,2
Dune,137 min,6.3,159095,876,208,41,5,10,5,6.3,53,39,15
The Cotton Club,129 min,6.5,17848,108,41,68,8,6,0,7.9,6,1,0
2010: The Year We Make Contact,116 min,6.8,52743,276,88,53,5,7,3,7.4,18,9,0
A Passage to India,164 min,7.3,18670,,,,,,,,,,
Starman,115 min,7.0,46543,182,107,70,8,0,0,8.0,35,7,2
The River,124 min,6.3,6946,18,21,46,1,10,0,tbd,1,0,0
Code Gray: Ethical Dilemmas in Nursing,26 min,6.8,20,,,,,,,,,,
The Garden of Eden,28 min,7.2,20,,,,,,,,,,
Paradise,15 min,7.1,304,4,,,,,,,,,
The Stone Carvers,30 min,7.1,44,2,,,,,,,,,
Making Overtures: The Story of a Community Orchestra,28 min,6.2,16,,,,,,,,,,
When Father Was Away on Business,136 min,7.8,9421,20,13,,,,,,,,
The Purple Rose of Cairo,82 min,7.7,51010,166,89,75,5,1,1,8.4,62,4,2
Unfinished Business,58 min,6.6,50,,2,,,,,,,,
Witness,112 min,7.4,93171,235,105,76,10,4,0,8.3,75,11,1
Angry Harvest,105 min,7.1,803,5,5,,,,,,,,
Brazil,132 min,7.9,198125,633,255,84,15,3,0,8.7,308,20,19
Colonel Redl,144 min,7.5,2973,19,20,,,,,,,,
Mask,120 min,7.2,28608,110,29,73,8,3,0,8.4,7,1,0
Artie Shaw: Time Is All You've Got,114 min,7.8,98,4,,,,,,,,,
Ladyhawke,121 min,6.9,46639,,,,,,,,,,
In the Name of the People,73 min,7.9,87,,,,,,,,,,
The Official Story,112 min,7.7,9456,53,29,,,,,,,,
Witness to War: Dr. Charlie Clements,29 min,6.4,48,,,,,,,,,,
Tales of Meeting and Parting,15 min,8.0,11,,,,,,,,,,
Up,14 min,6.5,56,4,,,,,,,,,
Kiss of the Spider Woman,120 min,7.3,15778,70,47,80,10,0,0,8.2,11,3,0
Rambo: First Blood Part II,96 min,6.5,165434,292,135,47,3,9,3,7.5,52,19,2
Ran,162 min,8.2,122805,322,167,96,20,1,0,8.4,152,18,8
Prizzi's Honor,130 min,6.7,24378,98,48,84,13,3,0,6.3,5,2,1
Cocoon,117 min,6.7,62349,104,61,65,10,7,0,7.9,14,4,0
Return to Oz,113 min,6.8,26880,244,74,42,1,6,4,7.8,36,4,3
The Big Snit,10 min,7.2,1841,21,5,,,,,,,,
A Greek Tragedy,7 min,5.3,705,5,,,,,,,,,
Back to the Future,116 min,8.6,1154512,1.4K,259,87,25,1,0,9.0,865,23,20
Silverado,133 min,7.2,43821,206,60,64,10,3,1,7.9,25,5,0
My Sweet Little Village,98 min,7.9,4415,9,5,,,,,,,,
My Beautiful Laundrette,97 min,6.8,15761,79,39,75,18,2,0,6.8,6,1,1
Agnes of God,98 min,6.6,7443,56,29,52,8,4,2,tbd,1,1,0
Legend,94 min,6.4,64486,349,145,30,1,5,5,5.8,10,14,2
Jagged Edge,108 min,6.5,14933,97,36,60,10,2,3,tbd,2,0,0
The Journey of Natty Gann,101 min,7.0,6067,54,13,66,7,3,0,tbd,1,0,0
Twice in a Lifetime,111 min,6.4,1197,22,13,58,7,4,3,tbd,0,0,0
Three Men and a Cradle,106 min,6.5,3590,10,10,44,5,6,3,tbd,0,1,0
The Mothers of the Plaza of Mayo,64 min,7.0,69,3,,,,,,,,,
Exit,16 min,6.7,29,,,,,,,,,,
Remo Williams: The Adventure Begins,121 min,6.4,12165,110,57,46,2,7,3,tbd,1,0,0
Sweet Dreams,115 min,7.1,4751,55,12,65,10,3,1,tbd,1,0,0
The Children of Soong Ching Ling,29 min,8.3,11,,,,,,,,,,
Broken Rainbow,70 min,6.8,234,7,5,,,,,,,,
White Nights,136 min,6.6,7376,48,19,46,4,3,3,7.8,3,2,0
Runaway Train,111 min,7.2,29130,207,82,67,7,4,0,6.6,5,2,2
Young Sherlock Holmes,109 min,6.8,20950,111,81,65,9,6,0,7.4,7,2,0
A Chorus Line,113 min,6.2,10307,105,30,46,4,5,4,6.8,7,4,2
Murphy's Romance,107 min,7.0,6093,49,18,,,,,,,,
Out of Africa,161 min,7.2,78467,,,,,,,,,,
My Life as a Dog,101 min,7.6,20940,71,49,82,14,1,0,7.8,4,0,0
A Room with a View,117 min,7.2,43068,119,61,83,18,2,1,7.3,37,3,6
The Color Purple,154 min,7.7,85015,263,78,78,6,1,0,8.5,91,12,1
The Trip to Bountiful,108 min,7.5,4692,73,18,81,7,3,0,tbd,0,0,0
The Courage to Care,29 min,6.3,26,,,,,,,,,,
Graffiti,28 min,8.0,37,,,,,,,,,,
Keats and His Nightingale: A Blind Date,30 min,7.6,13,,,,,,,,,,
Molly's Pilgrim,24 min,7.5,103,,,,,,,,,,
Second Class Mail,4 min,5.7,153,4,,,,,,,,,
Soldiers in Hiding,53 min,7.8,82,,,,,,,,,,
The Wizard of the Strings,27 min,6.0,37,,,,,,,,,,
The Statue of Liberty,60 min,7.3,626,6,2,,,,,,,,
Blue Velvet,120 min,7.7,194280,807,227,76,10,3,2,7.8,200,18,24
The Clan of the Cave Bear,98 min,5.4,6494,76,21,34,0,7,5,tbd,0,1,0
Hannah and Her Sisters,107 min,7.9,70716,195,80,90,12,0,0,8.0,73,6,5
The Assault,144 min,7.2,3216,16,10,,,,,,,,
Salvador,122 min,7.4,21101,109,53,69,12,5,0,7.2,4,1,0
Betty Blue,185 min,7.3,21120,107,79,56,6,8,1,8.0,3,1,0
Chile: Hasta Cuando?,57 min,6.7,44,,,,,,,,,,
Witness to Apartheid,58 min,6.8,21,,2,,,,,,,,
Crocodile Dundee,97 min,6.6,103098,,,,,,,,,,
Precious Images,8 min,7.6,708,11,,,,,,,,,
Pirates,121 min,6.0,8579,56,21,32,0,5,7,tbd,0,1,0
Top Gun,110 min,6.9,324539,579,208,50,6,7,2,7.2,60,25,5
Otello,118 min,7.0,578,12,6,,,,,,,,
The Mission,125 min,7.4,60516,234,68,55,8,9,1,8.6,8,1,0
Poltergeist II: The Other Side,91 min,5.6,26926,155,88,49,3,5,2,7.2,7,4,0
The Decline of the American Empire,101 min,7.2,8247,38,32,60,3,1,1,tbd,2,1,0
Mona Lisa,104 min,7.3,16489,73,70,85,18,2,0,tbd,1,2,0
The Karate Kid Part II,113 min,6.1,87811,173,54,55,3,5,1,6.9,15,12,3
Aliens,137 min,8.4,696856,1.4K,219,84,20,2,0,9.0,917,29,16
Stand by Me,89 min,8.1,391442,768,131,75,16,4,0,8.4,94,6,3
The Fly,96 min,7.6,175441,414,193,79,8,2,1,8.3,161,17,6
Luxo Jr.,2 min,7.3,14337,37,12,,,,,,,,
That's Life!,102 min,6.0,1546,23,11,,,,,,,,
'Round Midnight,133 min,7.4,5033,25,16,,,,,,,,
Children of a Lesser God,119 min,7.2,16732,72,34,80,10,3,0,7.8,4,0,0
Peggy Sue Got Married,103 min,6.4,36945,138,53,74,11,2,1,7.9,10,2,0
The Color of Money,119 min,7.0,81484,163,61,77,15,2,0,7.6,24,7,0
An American Tail,80 min,6.9,52548,102,32,38,0,6,1,7.4,14,5,1
Hoosiers,114 min,7.5,46622,169,59,76,11,1,1,8.4,56,9,1
Star Trek IV: The Voyage Home,119 min,7.3,84030,276,101,71,14,2,1,8.0,76,13,1
Heartbreak Ridge,130 min,6.8,43205,155,39,53,5,9,2,6.7,5,0,1
Crimes of the Heart,105 min,6.3,4124,36,15,58,6,5,2,tbd,0,0,0
Little Shop of Horrors,94 min,7.1,73861,227,94,81,14,1,0,7.5,57,9,3
Platoon,120 min,8.1,405127,659,134,92,16,0,0,8.0,112,14,6
The Morning After,103 min,5.9,6655,44,27,,,,,,,,
38,97 min,6.3,159,,,,,,,,,,
Debonair Dancers,24 min,6.8,22,,,,,,,,,,
Down and Out in America,57 min,7.2,137,3,,,,,,,,,
"The Frog, the Dog, and the Devil",8 min,6.1,134,3,,,,,,,,,
Love Struck,23 min,7.6,12,,,,,,,,,,
The Masters of Disaster,29 min,7.4,25,,,,,,,,,,
Red Grooms: Sunflower in a Hothouse,21 min,7.7,15,,,,,,,,,,
Sam,22 min,6.2,14,,,,,,,,,,
"Women - for America, for the World",30 min,6.0,50,,,,,,,,,,
Hellfire: A Journey from Hiroshima,58 min,7.3,40,,,,,,,,,,
The Family,127 min,7.4,2219,5,7,,,,,,,,
Eyes on the Prize,360 min,9.2,653,10,,,,,,,,,
Radio Days,88 min,7.5,33485,,,,,,,,,,
 American Masters,58 min,6.2,109,2,,,,,,,,,
Mannequin,90 min,5.9,31572,134,40,21,0,2,11,7.3,7,4,1
Lethal Weapon,109 min,7.6,253165,370,131,68,16,5,2,8.2,170,26,6
Who Killed Vincent Chin?,82 min,7.4,226,,,,,,,,,,
Street Smart,97 min,6.3,3170,31,27,70,9,3,0,tbd,1,0,2
Course Completed,94 min,6.0,251,,,,,,,,,,
Rainbow War,20 min,7.8,218,15,,,,,,,,,
Anna,100 min,6.4,732,12,5,,,,,,,,
Dark Eyes,118 min,7.3,3231,20,10,,,,,,,,
Matewan,135 min,7.9,8015,65,39,73,12,3,0,tbd,1,0,0
